,player_name,player_id,pro_team,projected_points,year,eligible_slots,proj_defensive0PointsAllowed,proj_defensive1To6PointsAllowed,proj_defensive7To13PointsAllowed,proj_defensive14To17PointsAllowed,proj_defensiveBlockedKickForTouchdowns,proj_defensiveTouchdowns,proj_defensiveInterceptions,proj_defensiveFumbles,proj_defensiveBlockedKicks,proj_defensiveSafeties,proj_defensiveSacks,proj_100,proj_kickoffReturnTouchdowns,proj_puntReturnTouchdowns,proj_interceptionReturnTouchdowns,proj_fumbleReturnTouchdowns,proj_defensivePlusSpecialTeamsTouchdowns,proj_defensiveForcedFumbles,proj_defensiveTotalTackles,proj_110,proj_111,proj_112,proj_defensivePassesDefensed,proj_kickoffReturnYards,proj_puntReturnYards,proj_116,proj_117,proj_puntsReturned,proj_defensivePointsAllowed,proj_defensive18To21PointsAllowed,proj_defensive22To27PointsAllowed,proj_defensive28To34PointsAllowed,proj_defensive35To45PointsAllowed,proj_defensive45PlusPointsAllowed,proj_126,proj_defensiveYardsAllowed,proj_defensive100To199YardsAllowed,proj_defensive200To299YardsAllowed,proj_defensive300To349YardsAllowed,proj_defensive350To399YardsAllowed,proj_defensive400To449YardsAllowed,proj_defensive450To499YardsAllowed,proj_defensive500To549YardsAllowed,proj_defensive550PlusYardsAllowed,proj_137,proj_210,proj_madeFieldGoalsFrom50Plus,proj_attemptedFieldGoalsFrom50Plus,proj_missedFieldGoalsFrom50Plus,proj_madeFieldGoalsFrom40To49,proj_attemptedFieldGoalsFrom40To49,proj_missedFieldGoalsFrom40To49,proj_madeFieldGoalsFromUnder40,proj_attemptedFieldGoalsFromUnder40,proj_missedFieldGoalsFromUnder40,proj_madeFieldGoals,proj_attemptedFieldGoals,proj_missedFieldGoals,proj_madeExtraPoints,proj_attemptedExtraPoints,proj_missedExtraPoints,proj_198,proj_199,proj_200,proj_214,proj_215,proj_216,proj_rushingAttempts,proj_rushingYards,proj_rushingTouchdowns,proj_rushing2PtConversions,proj_rushing40PlusYardTD,proj_rushing50PlusYardTD,proj_rushing100To199YardGame,proj_rushing200PlusYardGame,proj_rushingYardsPerAttempt,proj_receivingYards,proj_receivingTouchdowns,proj_receiving2PtConversions,proj_receiving40PlusYardTD,proj_receiving50PlusYardTD,proj_47,proj_48,proj_receivingReceptions,proj_receiving100To199YardGame,proj_receiving200PlusYardGame,proj_receivingTargets,proj_receivingYardsPerReception,proj_2PtConversions,proj_fumbleRecoveredForTD,proj_66,proj_67,proj_fumbles,proj_70,proj_71,proj_lostFumbles,proj_turnovers,proj_212,proj_213,proj_27,proj_28,proj_29,proj_30,proj_33,proj_34,proj_49,proj_50,proj_119,proj_passingAttempts,proj_passingCompletions,proj_passingIncompletions,proj_passingYards,proj_passingTouchdowns,proj_5,proj_6,proj_7,proj_8,proj_9,proj_10,proj_11,proj_12,proj_passing40PlusYardTD,proj_passing50PlusYardTD,proj_passing300To399YardGame,proj_passing400PlusYardGame,proj_passing2PtConversions,proj_passingInterceptions,proj_passingCompletionPercentage,proj_passingTimesSacked,proj_65,proj_69,proj_211
115,Keaton Mitchell,4596334,BAL,26.63,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.007652855,,,,,,,,,,,34.44623761,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.433543016,33.56347753,0.16027117,0.004155002,0.014569697,0.010198788,0.0492,0.00168,4.51513867,5.483708587,0.026427976,0.001182324,0.002213149,0.001446293,1.0,,0.800824265,0.002423608,7.5e-05,1.023350018,6.847580462,0.005337326,0.000375,0.07693678,0.008288489,0.085225269,0.035390919,0.004641554,0.040032473,0.040032473,1.826257209,0.276930233,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Tyler Lockett,2577327,LV,99.09,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.79053699,0.137628628,0.007461396,0.005678367,0.003710813,6.0,3.0,3.161710934,0.027808994,0.00086,4.632197084,10.05485247,0.007461396,0.000206,,0.046843796,0.046843796,,0.026232526,0.026232526,0.026232526,,1.585964988,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
117,Zane Gonzalez,3043234,ATL,0.0,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.293312254,0.419484763,0.126172509,0.434042325,0.542403554,0.108361229,0.958756195,0.989203603,0.030447408,1.686110774,1.95109192,0.264981146,2.035477789,2.113200716,0.077722926,0.293312254,0.419484763,0.126172509,64.1334522,12.60299301,76.73644521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Spencer Shrader,4571557,IND,132.5,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Jalen McMillan,4430834,TB,29.19,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.12814061,0.807925455,0.007022331,0.000615722,0.000235276,0.000164693,2.27e-05,7.73e-07,6.304991469,22.0335951,0.138289751,0.014155599,0.007656581,0.005003576,4.0,2.0,1.82588818,0.011283385,0.000349,2.997196985,12.06732994,0.01477132,0.000159,0.002371079,0.03378574,0.036156819,0.001090696,0.018920014,0.020010711,0.020010711,0.162181723,1.012699087,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Quinn Ewers,4889929,MIA,0.0,2025,"['Rookie', 'QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.598771988,10.942805,0.091738504,0.003670638,0.004880457,0.00341632,0.00517,0.000177,4.210759948,,,,,,,,,,,,,0.07483841,0.00192,0.033486239,,0.43696615,0.01540367,,0.209074027,1.260600592,0.717643973,,2.0,1.0,,,,,,,,28.99811787,19.21378532,9.784332548,206.5422497,1.278649987,41.0,20.0,10.0,8.0,4.0,2.0,3.0,1.0,0.148236694,0.096872679,0.11459936,0.015479369,0.071167772,1.051526565,0.662587324,2.314813549,0.403479912,0.193670358,10.15784251
121,Daniel Carlson,3051909,LV,130.47,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.286735862,0.423548838,0.136812976,0.426069646,0.547658497,0.121588851,0.945835732,0.998787259,0.052951527,1.658641239,1.969994594,0.311353354,1.530840144,1.626850036,0.096009892,0.286735862,0.423548838,0.136812976,63.03194254,14.44794482,77.47988736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Hassan Haskins,4372071,LAC,6.36,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.001741719,,,,,,,,,,,6.609200834,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.466700768,21.94794853,0.169916159,0.004446188,0.01053232,0.007372624,0.021,0.000716,4.014843589,5.760205681,0.02508544,0.000695869,0.001938034,0.001266505,1.0,,0.913716318,0.002512311,7.77e-05,1.211814421,6.304151048,0.005142058,0.000255,0.049691578,0.008305559,0.057997137,0.022858126,0.004651113,0.027509239,0.027509239,1.321753572,0.309737777,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jaylin Noel,4586312,HOU,36.58,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.009170906,0.007477463,,,,,,,,,,41.87529773,17.17195815,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.226793245,1.281671692,0.009437306,0.000848365,0.00041679,0.000291753,6.26e-05,2.14e-06,5.65127807,4.426067278,0.024626918,0.00208276,0.005154725,0.003368613,,,0.426872025,0.002065598,6.39e-05,0.659334952,10.36860467,0.002931124,5.32e-05,0.004196521,0.007898724,0.012095245,0.0019304,0.004423286,0.006353685,0.006353685,0.185971747,0.161792107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Malik Davis,4240603,DAL,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.808559268,38.06498661,0.275810059,0.011532486,0.015354397,0.010748078,0.0633,0.00216,4.874777191,2.007131261,0.009747045,0.000381778,0.003560114,0.002326535,,,0.263321765,0.001080584,3.34e-05,0.325950755,7.622352305,0.011914263,0.000247,0.054364803,0.001833301,0.056198103,0.025007809,0.001026648,0.026034458,0.026034458,2.087169989,0.051724229,7.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Jameis Winston,2969939,NYG,0.0,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Tyquan Thornton,4362921,KC,42.58,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Tyler Higbee,2573401,LAR,123.86,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,MarShawn Lloyd,4429023,GB,52.08,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Tanner McKee,4685201,PHI,1.52,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Luke McCaffrey,4426948,WSH,26.78,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Gardner Minshew,4038524,KC,1.89,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Isaac Guerendo,4372561,SF,33.17,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Darnell Washington,4430802,PIT,12.99,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.13250987,0.176500091,0.00698789,0.007669502,0.00501202,5.0,2.0,2.311907014,0.015233917,0.000471,3.417397152,10.87089996,0.00698789,0.000172,,0.039015561,0.039015561,,0.021848714,0.021848714,0.021848714,,1.224559524,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
134,Jaleel McLaughlin,4722893,DEN,19.35,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,6.848126225,28.24349256,0.156637715,0.010917261,0.013354283,0.009347998,0.0348,0.00119,4.124265768,3.347718721,0.014916584,0.001060927,0.001945278,0.001271239,,,0.581541014,0.001660493,5.14e-05,0.683581,5.756633913,0.011978188,0.000235,0.049216259,0.004179431,0.053395691,0.022639479,0.002340482,0.024979961,0.024979961,1.60835153,0.163338939,5.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Cole Kmet,4258595,CHI,43.16,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.53599972,0.210242972,0.01141895,0.008181123,0.005346364,4.0,2.0,2.392354283,0.014387581,0.000445,3.286379222,10.25600593,0.01141895,0.000114,,0.025832163,0.025832163,,0.014466011,0.014466011,0.014466011,,1.24024469,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Amari Cooper,2976499,LV,0.0,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Kevin Austin Jr.,4372758,NO,0.0,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.39330588,0.133880553,0.008282629,0.013086612,0.008552101,7.0,3.0,2.751066322,0.04333789,0.00134,4.471009233,13.59229531,0.008282629,0.000224,,0.050904985,0.050904985,,0.028506792,0.028506792,0.028506792,,1.645335286,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
138,Nick Westbrook-Ikhine,3929785,MIA,108.56,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Raheim Sanders,4601080,CLE,0.0,2025,"['Rookie', 'RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,7.793852569,31.70191631,0.201435058,0.013872099,0.015323534,0.010726474,0.0439,0.0015,4.067554015,4.687390317,0.023350243,0.001816711,0.002089462,0.001365464,,,0.696810325,0.002157194,6.67e-05,0.898904695,6.726924312,0.015688811,0.000325,0.067828015,0.006064172,0.073892186,0.031200887,0.003395936,0.034596823,0.034596823,1.815978707,0.230004159,6.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Dyami Brown,4361577,JAX,106.67,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.004450006,,,,,,,,,,,16.1605478,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Dameon Pierce,4360238,KC,50.32,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Tutu Atwell,4360797,LAR,112.98,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.21685721,0.102150253,0.001569061,0.016272454,0.010634049,3.0,1.0,0.983343251,0.005895571,0.000182,1.721151097,15.47461397,0.001569061,6.66e-05,,0.01513526,0.01513526,,0.008475746,0.008475746,0.008475746,,0.617898414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Carson Wentz,2573079,MIN,1.93,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Marquez Valdes-Scantling,3051738,PIT,7.78,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.87918182,0.203642097,0.008062481,0.01382113,0.009032108,7.0,3.0,2.226359221,0.041711601,0.00129,4.349414557,16.56479398,0.008062481,0.000149,,0.033935696,0.033935696,,0.01900399,0.01900399,0.01900399,,1.540086293,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
145,Evan Hull,4569609,NO,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,0.008478669,,,,,,,,,,,30.79095612,,3.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,5.411964904,22.3563805,0.087282228,0.005440466,0.010421839,0.007295288,0.0218,0.000743,4.130917494,3.938307138,0.01513778,0.000936511,0.003579748,0.002339366,,,0.514773028,0.001888148,5.84e-05,0.638715605,7.650570103,0.006376977,0.000227,0.047099022,0.004479945,0.051578967,0.02166555,0.002508769,0.02417432,0.02417432,1.270615283,0.164496876,4.0,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Khalil Herbert,4035886,NYJ,0.0,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Tank Dell,4366031,HOU,0.0,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Brandin Cooks,16731,BUF,90.86,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.22803471,0.094250337,0.006896752,0.006482255,0.004236154,3.0,1.0,1.358984941,0.005901473,0.000183,2.15264234,11.20544773,0.006896752,8.42e-05,,0.019135092,0.019135092,,0.010715652,0.010715652,0.010715652,,0.700597375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Joey Slye,3124084,TEN,124.58,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.285723479,0.422197167,0.136473688,0.424584089,0.545910755,0.121326666,0.942587785,0.99559983,0.053012045,1.652895353,1.963707752,0.310812399,1.878999069,1.997333781,0.118334712,0.285723479,0.422197167,0.136473688,62.81298541,14.41964046,77.23262587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Roschon Johnson,4426386,CHI,80.25,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Russell Wilson,14881,NYG,118.98,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Younghoe Koo,3049899,None,126.75,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Dont'e Thornton Jr.,4432775,LV,70.06,2025,"['Rookie', 'RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.89458144,0.135458712,0.007343756,0.011665234,0.007623231,5.0,2.0,1.967667689,0.017989233,0.000556,3.308712203,13.66825383,0.007343756,0.00016,,0.036409189,0.036409189,,0.020389146,0.020389146,0.020389146,,1.177904594,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
154,Josh Johnson,11394,WSH,0.0,2025,"['QB', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,3.875010862,14.10079536,0.147301354,,0.0073611,0.00515277,0.00862,0.000294,3.638904731,,,,,,,,,,,,,,0.00308,0.068893469,,0.700002264,0.031690996,,0.334623217,1.060473077,0.943232316,,2.0,1.0,,,,,,,,32.73369134,20.7254099,12.00828144,244.2697094,1.080712522,48.0,24.0,12.0,9.0,4.0,2.0,4.0,2.0,0.201609885,0.13175206,0.204323209,0.027598708,,0.72584986,0.633152237,2.763917576,0.631108795,0.302932221,11.35273935
155,Miles Sanders,4045163,DAL,87.9,2025,"['RB', 'RB/WR', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Xavier Hutchinson,4686422,HOU,44.97,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,0.113396623,0.702840538,0.005311627,0.000477488,0.000208177,0.000145724,1.65e-05,5.62e-07,6.198072942,15.70552952,0.079316116,0.006707961,0.005474197,0.003577388,3.0,1.0,1.382199558,0.006160891,0.000191,2.307672331,11.36270768,0.007185448,9.74e-05,0.001678608,0.020460677,0.022139285,0.00077216,0.011457979,0.012230139,0.012230139,0.15646242,0.71294935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Ja'Tavion Sanders,4431588,CAR,102.37,2025,"['WR/TE', 'TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.56324159,0.142207421,0.009542061,0.002340068,0.001529234,2.0,1.0,1.904636468,0.005563439,0.000172,2.659800011,7.646205372,0.009542061,0.000109,,0.024681938,0.024681938,,0.013821885,0.013821885,0.013821885,,0.826247363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Blake Grupe,4259619,IND,126.66,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.277711152,0.420122998,0.142411846,0.413953088,0.543228807,0.129275719,0.922372984,0.990708652,0.068335668,1.614037224,1.954060457,0.340023233,1.845938583,1.995558696,0.149620113,0.277711152,0.420122998,0.142411846,61.29548068,15.55771708,76.85319776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Jalen Tolbert,4249417,DAL,71.1,2025,"['RB/WR', 'WR', 'WR/TE', 'RB/WR/TE', 'OP', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.839618903,0.072308938,0.002832236,0.011026476,0.007205802,1.0,,0.625581484,0.003142314,9.72e-05,0.977852264,12.53173105,0.002832236,4.71e-05,,0.01069859,0.01069859,,0.005991211,0.005991211,0.005991211,,0.320714832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Jake Moody,4372066,WSH,124.67,2025,"['K', 'BE', 'IR']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.271134554,0.420503293,0.149368739,0.405499058,0.543720537,0.13822148,0.907106579,0.99160544,0.084498861,1.58374019,1.95582927,0.37208908,1.709770696,1.881379187,0.171608491,0.271134554,0.420503293,0.149368739,60.10192086,16.82084434,76.9227652,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
